"PopulationCode","IndividualCode","Species","Country","Locality","Latitude","Longitude","Elevation","Garden","soil_pH","Im_annual","Im_summer","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","PC_climate1","PC_climate2"
"ALA","QFagAlan01","Quercus faginea","Spain","Alanis",38.04015,-5.67355,677,"OE, GH",6.40000009536743,-619.032470325199,-491.611924140981,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266,1.16011158782324,-2.67070269084919
"ALA","QFagAlan02","Quercus faginea","Spain","Alanis",38.04015,-5.67355,677,"OE, GH",6.40000009536743,-619.032470325199,-491.611924140981,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266,1.16011158782324,-2.67070269084919
"ALA","QFagAlan03","Quercus faginea","Spain","Alanis",38.04015,-5.67355,677,"OE, GH",6.40000009536743,-619.032470325199,-491.611924140981,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266,1.16011158782324,-2.67070269084919
"ALA","QFagAlan04","Quercus faginea","Spain","Alanis",38.04015,-5.67355,677,"OE, GH",6.40000009536743,-619.032470325199,-491.611924140981,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266,1.16011158782324,-2.67070269084919
"ALA","QFagAlan05","Quercus faginea","Spain","Alanis",38.04015,-5.67355,677,"OE, GH",6.40000009536743,-619.032470325199,-491.611924140981,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266,1.16011158782324,-2.67070269084919
"ALA","QFagAlan06","Quercus faginea","Spain","Alanis",38.04015,-5.67355,677,"OE, GH",6.40000009536743,-619.032470325199,-491.611924140981,15.1069793701172,12.6997079849243,40.3546485900879,651.0244140625,33.6074981689453,2.13724994659424,31.4702491760254,8.65470886230469,23.5169162750244,23.611499786377,7.76320838928223,655,107,5,61.8461456298828,291,33,36,266,1.16011158782324,-2.67070269084919
"CUE","QFagCuen01","Quercus faginea","Spain","Cuenca",40.06702,-2.20115,917,"OE",7.5,-616.102625323954,-408.019810230151,12.3216037750244,12.22825050354,39.3096504211426,676.428588867188,30.5510005950928,-0.556500017642975,31.1075000762939,8.3677921295166,21.1142082214355,21.2469577789307,4.85308313369751,510,60,15,35.929256439209,167,66,71,152,4.03147136276067,0.276717359542062
"CUE","QFagCuen02","Quercus faginea","Spain","Cuenca",40.06702,-2.20115,917,"OE",7.5,-616.102625323954,-408.019810230151,12.3216037750244,12.22825050354,39.3096504211426,676.428588867188,30.5510005950928,-0.556500017642975,31.1075000762939,8.3677921295166,21.1142082214355,21.2469577789307,4.85308313369751,510,60,15,35.929256439209,167,66,71,152,4.03147136276067,0.276717359542062
"CUE","QFagCuen04","Quercus faginea","Spain","Cuenca",40.06702,-2.20115,917,"OE",7.5,-616.102625323954,-408.019810230151,12.3216037750244,12.22825050354,39.3096504211426,676.428588867188,30.5510005950928,-0.556500017642975,31.1075000762939,8.3677921295166,21.1142082214355,21.2469577789307,4.85308313369751,510,60,15,35.929256439209,167,66,71,152,4.03147136276067,0.276717359542062
"CUE","QFagCuen05","Quercus faginea","Spain","Cuenca",40.06702,-2.20115,917,"OE",7.5,-616.102625323954,-408.019810230151,12.3216037750244,12.22825050354,39.3096504211426,676.428588867188,30.5510005950928,-0.556500017642975,31.1075000762939,8.3677921295166,21.1142082214355,21.2469577789307,4.85308313369751,510,60,15,35.929256439209,167,66,71,152,4.03147136276067,0.276717359542062
"CUE","QFagCuen06","Quercus faginea","Spain","Cuenca",40.06702,-2.20115,917,"OE",7.5,-616.102625323954,-408.019810230151,12.3216037750244,12.22825050354,39.3096504211426,676.428588867188,30.5510005950928,-0.556500017642975,31.1075000762939,8.3677921295166,21.1142082214355,21.2469577789307,4.85308313369751,510,60,15,35.929256439209,167,66,71,152,4.03147136276067,0.276717359542062
"CUE","QFagCuen07","Quercus faginea","Spain","Cuenca",40.06702,-2.20115,917,"OE",7.5,-616.102625323954,-408.019810230151,12.3216037750244,12.22825050354,39.3096504211426,676.428588867188,30.5510005950928,-0.556500017642975,31.1075000762939,8.3677921295166,21.1142082214355,21.2469577789307,4.85308313369751,510,60,15,35.929256439209,167,66,71,152,4.03147136276067,0.276717359542062
"BOS","QFagBosq01","Quercus faginea","Spain","El Bosque",36.7746,-5.53451,463,"OE, GH",6.59999990463257,-526.837757929064,-446.035500814774,16.7149276733398,10.4749374389648,41.6800956726074,517.107116699219,31.0162506103516,5.88450002670288,25.1317501068115,11.8882503509521,23.1514587402344,23.6122093200684,10.8974580764771,670,115,1,71.6095199584961,318,17,23,295,-1.55859278685715,-3.10880210655899
"BOS","QFagBosq02","Quercus faginea","Spain","El Bosque",36.7746,-5.53451,463,"OE, GH",6.59999990463257,-526.837757929064,-446.035500814774,16.7149276733398,10.4749374389648,41.6800956726074,517.107116699219,31.0162506103516,5.88450002670288,25.1317501068115,11.8882503509521,23.1514587402344,23.6122093200684,10.8974580764771,670,115,1,71.6095199584961,318,17,23,295,-1.55859278685715,-3.10880210655899
"BOS","QFagBosq04","Quercus faginea","Spain","El Bosque",36.7746,-5.53451,463,"OE, GH",6.59999990463257,-526.837757929064,-446.035500814774,16.7149276733398,10.4749374389648,41.6800956726074,517.107116699219,31.0162506103516,5.88450002670288,25.1317501068115,11.8882503509521,23.1514587402344,23.6122093200684,10.8974580764771,670,115,1,71.6095199584961,318,17,23,295,-1.55859278685715,-3.10880210655899
"BOS","QFagBosq06","Quercus faginea","Spain","El Bosque",36.7746,-5.53451,463,"OE, GH",6.59999990463257,-526.837757929064,-446.035500814774,16.7149276733398,10.4749374389648,41.6800956726074,517.107116699219,31.0162506103516,5.88450002670288,25.1317501068115,11.8882503509521,23.1514587402344,23.6122093200684,10.8974580764771,670,115,1,71.6095199584961,318,17,23,295,-1.55859278685715,-3.10880210655899
"BOS","QFagBosq09","Quercus faginea","Spain","El Bosque",36.7746,-5.53451,463,"OE, GH",6.59999990463257,-526.837757929064,-446.035500814774,16.7149276733398,10.4749374389648,41.6800956726074,517.107116699219,31.0162506103516,5.88450002670288,25.1317501068115,11.8882503509521,23.1514587402344,23.6122093200684,10.8974580764771,670,115,1,71.6095199584961,318,17,23,295,-1.55859278685715,-3.10880210655899
"BOS","QFagBosq10","Quercus faginea","Spain","El Bosque",36.7746,-5.53451,463,"OE, GH",6.59999990463257,-526.837757929064,-446.035500814774,16.7149276733398,10.4749374389648,41.6800956726074,517.107116699219,31.0162506103516,5.88450002670288,25.1317501068115,11.8882503509521,23.1514587402344,23.6122093200684,10.8974580764771,670,115,1,71.6095199584961,318,17,23,295,-1.55859278685715,-3.10880210655899
"ESP","QFagEspa02","Quercus faginea","Spain","Espadan",39.91521,-0.36951,548,"OE",7.19999980926514,-705.799904775286,-356.777104776304,13.8217811584473,11.7574377059937,41.8213233947754,596.119018554688,29.5357494354248,1.42225003242493,28.1134986877441,14.6208753585815,7.89162492752075,21.5310001373291,7.14887475967407,424,56,19,31.2563743591309,136,77,93,88,3.29638990914178,1.10799375400082
"ESP","QFagEspa04","Quercus faginea","Spain","Espadan",39.91521,-0.36951,548,"OE",7.19999980926514,-705.799904775286,-356.777104776304,13.8217811584473,11.7574377059937,41.8213233947754,596.119018554688,29.5357494354248,1.42225003242493,28.1134986877441,14.6208753585815,7.89162492752075,21.5310001373291,7.14887475967407,424,56,19,31.2563743591309,136,77,93,88,3.29638990914178,1.10799375400082
"ESP","QFagEspa05","Quercus faginea","Spain","Espadan",39.91521,-0.36951,548,"OE",7.19999980926514,-705.799904775286,-356.777104776304,13.8217811584473,11.7574377059937,41.8213233947754,596.119018554688,29.5357494354248,1.42225003242493,28.1134986877441,14.6208753585815,7.89162492752075,21.5310001373291,7.14887475967407,424,56,19,31.2563743591309,136,77,93,88,3.29638990914178,1.10799375400082
"LUJ","QFagLuja01","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"LUJ","QFagLuja02","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"LUJ","QFagLuja03","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"LUJ","QFagLuja04","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"LUJ","QFagLuja05","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"LUJ","QFagLuja06","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"LUJ","QFagLuja07","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"LUJ","QFagLuja09","Quercus faginea","Spain","Lujar",36.82401,-3.40702,1750,"",6.80000019073486,-785.444096803952,-452.170852596673,16.2358531951904,11.2104301452637,41.5377082824707,564.447692871094,31.4794120788574,4.49084949493408,26.9885635375977,10.8388347625732,23.4746189117432,23.6534862518311,9.9503812789917,436,63,3,56.801944732666,181,24,25,169,1.18272598764056,-3.29717029962772
"MAC","QFagMace01","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace02","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace03","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace04","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace06","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace08","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace09","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace10","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"MAC","QFagMace11","Quercus faginea","Portugal","Macedo de Cavaleiros",41.51642,-6.95816,541,"",5.90000009536743,23.4261426258261,-312.269917419822,12.1352710723877,9.96150016784668,39.1349182128906,547.588073730469,26.6270008087158,1.1727499961853,25.4542503356934,6.77179193496704,19.1746253967285,19.2729587554932,5.9977502822876,1004,149,19,51.6388320922852,411,87,93,405,-1.78637869138561,3.44722054528767
"PEN","QFagPene05","Quercus faginea","Portugal","Penela",40.03422,-8.37145,152,"GH",6,-149.574110925992,-368.129348282512,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.78732969896517,0.923781566768108
"PEN","QFagPene06","Quercus faginea","Portugal","Penela",40.03422,-8.37145,152,"GH",6,-149.574110925992,-368.129348282512,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.78732969896517,0.923781566768108
"PEN","QFagPene07","Quercus faginea","Portugal","Penela",40.03422,-8.37145,152,"GH",6,-149.574110925992,-368.129348282512,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.78732969896517,0.923781566768108
"PEN","QFagPene08","Quercus faginea","Portugal","Penela",40.03422,-8.37145,152,"GH",6,-149.574110925992,-368.129348282512,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.78732969896517,0.923781566768108
"PEN","QFagPene09","Quercus faginea","Portugal","Penela",40.03422,-8.37145,152,"GH",6,-149.574110925992,-368.129348282512,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.78732969896517,0.923781566768108
"PEN","QFagPene10","Quercus faginea","Portugal","Penela",40.03422,-8.37145,152,"GH",6,-149.574110925992,-368.129348282512,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.78732969896517,0.923781566768108
